item_id,price,quantity,timestamp,source
62069,4193400,1,2025-11-19 14:52:33,blizzard_api
4025,680000,1,2025-11-19 14:52:33,blizzard_api
93617,229798400,1,2025-11-19 14:52:33,blizzard_api
14169,7053700,1,2025-11-19 14:52:33,blizzard_api
14857,179993800,1,2025-11-19 14:52:33,blizzard_api
24257,230528700,1,2025-11-19 14:52:33,blizzard_api
55349,52811200,1,2025-11-19 14:52:33,blizzard_api
9913,8004300,1,2025-11-19 14:52:33,blizzard_api
13817,69600,1,2025-11-19 14:52:33,blizzard_api
25397,83000,1,2025-11-19 14:52:33,blizzard_api
200905,499999900,1,2025-11-19 14:52:33,blizzard_api
217129,499999900,1,2025-11-19 14:52:33,blizzard_api
3969,1251600,1,2025-11-19 14:52:33,blizzard_api
167973,717171800,1,2025-11-19 14:52:33,blizzard_api
24793,64918400,1,2025-11-19 14:52:33,blizzard_api
14601,6954300,1,2025-11-19 14:52:33,blizzard_api
186985,48214200,1,2025-11-19 14:52:33,blizzard_api
45097,1818500,1,2025-11-19 14:52:33,blizzard_api
24757,30008700,1,2025-11-19 14:52:33,blizzard_api
37809,869961500,1,2025-11-19 14:52:33,blizzard_api
18509,74163400,1,2025-11-19 14:52:33,blizzard_api
6661,35400,1,2025-11-19 14:52:33,blizzard_api
232661,10741384500,1,2025-11-19 14:52:33,blizzard_api
222481,100000000,1,2025-11-19 14:52:33,blizzard_api
223133,257900,1,2025-11-19 14:52:33,blizzard_api
160145,7064200,1,2025-11-19 14:52:33,blizzard_api
94041,350000000,1,2025-11-19 14:52:33,blizzard_api
159161,20007800,1,2025-11-19 14:52:33,blizzard_api
126989,28270300,1,2025-11-19 14:52:33,blizzard_api
8261,2608400,1,2025-11-19 14:52:33,blizzard_api
152413,450000000,1,2025-11-19 14:52:33,blizzard_api
6241,54600,1,2025-11-19 14:52:33,blizzard_api
6241,54600,1,2025-11-19 14:52:33,blizzard_api
15113,150000000,1,2025-11-19 14:52:33,blizzard_api
82921,489439600,1,2025-11-19 14:52:33,blizzard_api
219473,499999900,1,2025-11-19 14:52:33,blizzard_api
126989,28270300,1,2025-11-19 14:52:33,blizzard_api
24737,55552700,1,2025-11-19 14:52:33,blizzard_api
2245,491459300,1,2025-11-19 14:52:33,blizzard_api
82929,750716300,1,2025-11-19 14:52:33,blizzard_api
186985,48214200,1,2025-11-19 14:52:33,blizzard_api
37757,250000000,1,2025-11-19 14:52:33,blizzard_api
10157,13390400,1,2025-11-19 14:52:33,blizzard_api
36265,994400,1,2025-11-19 14:52:33,blizzard_api
13057,107136400,1,2025-11-19 14:52:33,blizzard_api
116177,602417000,1,2025-11-19 14:52:33,blizzard_api
82293,507000,1,2025-11-19 14:52:33,blizzard_api
223133,257900,1,2025-11-19 14:52:33,blizzard_api
223133,257900,1,2025-11-19 14:52:33,blizzard_api
62129,352400,1,2025-11-19 14:52:33,blizzard_api
98769,29385700,1,2025-11-19 14:52:33,blizzard_api
2073,100100,1,2025-11-19 14:52:33,blizzard_api
10301,9516300,1,2025-11-19 14:52:33,blizzard_api
222853,4000000,1,2025-11-19 14:52:33,blizzard_api
186985,48214200,1,2025-11-19 14:52:33,blizzard_api
14133,400000000,1,2025-11-19 14:52:33,blizzard_api
15357,70004600,1,2025-11-19 14:52:33,blizzard_api
172321,1990000000,1,2025-11-19 14:52:33,blizzard_api
186985,48214200,1,2025-11-19 14:52:33,blizzard_api
41249,4954000,1,2025-11-19 14:52:33,blizzard_api
8113,15181100,1,2025-11-19 14:52:33,blizzard_api
20753,499999900,1,2025-11-19 14:52:33,blizzard_api
36089,1993700,1,2025-11-19 14:52:33,blizzard_api
223133,40000,1,2025-11-19 14:52:33,blizzard_api
43661,11908600,1,2025-11-19 14:52:33,blizzard_api
78233,1499999400,1,2025-11-19 14:52:33,blizzard_api
186985,48214200,1,2025-11-19 14:52:33,blizzard_api
62129,352400,1,2025-11-19 14:52:33,blizzard_api
90577,3168170700,1,2025-11-19 14:52:33,blizzard_api
167181,1346600,1,2025-11-19 14:52:33,blizzard_api
222853,4000000,1,2025-11-19 14:52:33,blizzard_api
15329,79788900,1,2025-11-19 14:52:33,blizzard_api
14605,5500000,1,2025-11-19 14:52:33,blizzard_api
152413,450000000,1,2025-11-19 14:52:33,blizzard_api
9881,22967300,1,2025-11-19 14:52:33,blizzard_api
186985,48214200,1,2025-11-19 14:52:33,blizzard_api
82921,489439600,1,2025-11-19 14:52:33,blizzard_api
36313,6606600,1,2025-11-19 14:52:33,blizzard_api
3045,11116100,1,2025-11-19 14:52:33,blizzard_api
93461,236010500,1,2025-11-19 14:52:33,blizzard_api
237449,20000000,1,2025-11-19 14:52:33,blizzard_api
121117,438284300,1,2025-11-19 14:52:33,blizzard_api
177801,65999200,1,2025-11-19 14:52:33,blizzard_api
9893,32294600,1,2025-11-19 14:52:33,blizzard_api
48933,19498500,1,2025-11-19 14:52:33,blizzard_api
186985,48214200,1,2025-11-19 14:52:33,blizzard_api
172329,1990000000,1,2025-11-19 14:52:33,blizzard_api
31269,250000100,1,2025-11-19 14:52:33,blizzard_api
59525,35000000,1,2025-11-19 14:52:33,blizzard_api
87641,40000000,1,2025-11-19 14:52:33,blizzard_api
186985,48214200,1,2025-11-19 14:52:33,blizzard_api
62117,2493600,1,2025-11-19 14:52:33,blizzard_api
126989,39396000,1,2025-11-19 14:52:33,blizzard_api
82973,301578600,1,2025-11-19 14:52:33,blizzard_api
152413,500009900,1,2025-11-19 14:52:33,blizzard_api
